function                     mask  match   000  010  020
op_1010                , 0xf000,  0xa000, {  4,   4,   4}},
op_movem_16_er_aw      , MASKALL, 0x4cb8, { 20,  20,  12}},
op_movem_16_er_di      , MASK__Y, 0x4ca8, { 20,  20,  13}},
op_movem_16_er_ix      , MASK__Y, 0x4cb0, { 22,  22,  15}},
op_movem_16_er_pcdi    , MASKALL, 0x4cba, { 16,  16,   9}}, ok
op_movem_16_er_pcix    , MASKALL, 0x4cbb, { 18,  18,  11}}, ok
op_movem_16_er_pi      , MASK__Y, 0x4c98, { 12,  12,   8}},
op_movem_16_re_ai      , MASK__Y, 0x4890, { 12,  12,   8}},
op_movem_16_re_al      , MASKALL, 0x48b9, { 20,  20,   8}},
op_movem_16_re_aw      , MASKALL, 0x48b8, { 16,  16,   8}},
op_movem_16_re_di      , MASK__Y, 0x48a8, { 16,  16,   9}},
op_movem_16_re_ix      , MASK__Y, 0x48b0, { 18,  18,  11}},
op_movem_16_re_pd      , MASK__Y, 0x48a0, {  8,   8,   4}},
op_movem_32_er_ai      , MASK__Y, 0x4cd0, { 20,  20,  12}},
op_movem_32_er_al      , MASKALL, 0x4cf9, { 28,  28,  12}},
op_movem_32_er_aw      , MASKALL, 0x4cf8, { 24,  24,  12}},
op_movem_32_er_di      , MASK__Y, 0x4ce8, { 24,  24,  13}},
op_movem_32_er_ix      , MASK__Y, 0x4cf0, { 26,  26,  15}},
op_movem_32_er_pcdi    , MASKALL, 0x4cfa, { 20,  20,   9}},
op_movem_32_er_pcix    , MASKALL, 0x4cfb, { 22,  22,  11}},
op_movem_32_er_pi      , MASK__Y, 0x4cd8, { 12,  12,   8}},
op_movem_32_re_ai      , MASK__Y, 0x48d0, { 16,  16,   8}},
op_movem_32_re_al      , MASKALL, 0x48f9, { 24,  24,   8}},
op_movem_32_re_aw      , MASKALL, 0x48f8, { 20,  20,   8}},
op_movem_32_re_di      , MASK__Y, 0x48e8, { 20,  20,   9}},
op_movem_32_re_ix      , MASK__Y, 0x48f0, { 22,  22,  11}},
op_movem_32_re_pd      , MASK__Y, 0x48e0, {  8,   8,   4}},
op_movep_16_er         , MASK_XY, 0x0108, { 16,  16,  12}},
op_movep_16_re         , MASK_XY, 0x0188, { 16,  16,  11}},
op_movep_32_er         , MASK_XY, 0x0148, { 24,  24,  18}},
op_movep_32_re         , MASK_XY, 0x01c8, { 24,  24,  17}},
op_moveq_32            , 0xf100,  0x7000, {  4,   4,   2}},
op_moves_08_ai         , MASK__Y, 0x0e10, {  0,  18,   9}},
op_moves_08_al         , MASKALL, 0x0e39, {  0,  30,   9}},
op_moves_08_aw         , MASKALL, 0x0e38, {  0,  26,   9}},
op_moves_08_di         , MASK__Y, 0x0e28, {  0,  26,  10}},
op_moves_08_ix         , MASK__Y, 0x0e30, {  0,  30,  12}},
op_moves_08_pd         , MASK__Y, 0x0e20, {  0,  20,  10}},
op_moves_08_pi         , MASK__Y, 0x0e18, {  0,  18,   9}},
op_moves_16_ai         , MASK__Y, 0x0e50, {  0,  18,   9}},
op_moves_16_al         , MASKALL, 0x0e79, {  0,  30,   9}},
op_moves_16_aw         , MASKALL, 0x0e78, {  0,  26,   9}},
op_moves_16_di         , MASK__Y, 0x0e68, {  0,  26,  10}},
op_moves_16_ix         , MASK__Y, 0x0e70, {  0,  30,  12}},
op_moves_16_pd         , MASK__Y, 0x0e60, {  0,  20,  10}},
op_moves_16_pi         , MASK__Y, 0x0e58, {  0,  18,   9}},
op_moves_32_ai         , MASK__Y, 0x0e90, {  0,  22,   9}},
op_moves_32_al         , MASKALL, 0x0eb9, {  0,  36,   9}},
op_moves_32_aw         , MASKALL, 0x0eb8, {  0,  32,   9}},
op_moves_32_di         , MASK__Y, 0x0ea8, {  0,  32,  10}},
op_moves_32_ix         , MASK__Y, 0x0eb0, {  0,  36,  12}},
op_moves_32_pd         , MASK__Y, 0x0ea0, {  0,  28,  10}},
op_moves_32_pi         , MASK__Y, 0x0e98, {  0,  22,   9}},
op_mull_32_ai          , MASK__Y, 0x4c10, {  0,   0,  47}},
op_mull_32_al          , MASKALL, 0x4c39, {  0,   0,  47}},
op_mull_32_aw          , MASKALL, 0x4c38, {  0,   0,  47}},
op_mull_32_dn          , MASK__Y, 0x4c00, {  0,   0,  43}},
op_mull_32_di          , MASK__Y, 0x4c28, {  0,   0,  48}},
op_mull_32_imm         , MASKALL, 0x4c3c, {  0,   0,  47}},
op_mull_32_ix          , MASK__Y, 0x4c30, {  0,   0,  50}},
op_mull_32_pcdi        , MASKALL, 0x4c3a, {  0,   0,  48}},
op_mull_32_pcix        , MASKALL, 0x4c3b, {  0,   0,  50}},
op_mull_32_pd          , MASK__Y, 0x4c20, {  0,   0,  48}},
op_mull_32_pi          , MASK__Y, 0x4c18, {  0,   0,  47}},
op_muls_16_ai          , MASK_XY, 0xc1d0, { 58,  36,  31}},
op_muls_16_al          , MASK_X_, 0xc1f9, { 66,  44,  31}},
op_muls_16_aw          , MASK_X_, 0xc1f8, { 62,  40,  31}},
op_muls_16_dn          , MASK_XY, 0xc1c0, { 54,  32,  27}},
op_muls_16_di          , MASK_XY, 0xc1e8, { 62,  40,  32}},
op_muls_16_imm         , MASK_X_, 0xc1fc, { 58,  36,  29}},
op_muls_16_ix          , MASK_XY, 0xc1f0, { 64,  42,  34}},
op_muls_16_pcdi        , MASK_X_, 0xc1fa, { 62,  40,  32}},
op_muls_16_pcix        , MASK_X_, 0xc1fb, { 64,  42,  34}},
op_muls_16_pd          , MASK_XY, 0xc1e0, { 60,  38,  32}},
op_muls_16_pi          , MASK_XY, 0xc1d8, { 58,  36,  31}},
op_mulu_16_ai          , MASK_XY, 0xc0d0, { 58,  34,  31}},
op_mulu_16_al          , MASK_X_, 0xc0f9, { 66,  42,  31}},
op_mulu_16_aw          , MASK_X_, 0xc0f8, { 62,  38,  31}},
op_mulu_16_dn          , MASK_XY, 0xc0c0, { 54,  30,  27}},
op_mulu_16_di          , MASK_XY, 0xc0e8, { 62,  38,  32}},
op_mulu_16_imm         , MASK_X_, 0xc0fc, { 58,  34,  29}},
op_mulu_16_ix          , MASK_XY, 0xc0f0, { 64,  40,  34}},
op_mulu_16_pcdi        , MASK_X_, 0xc0fa, { 62,  38,  32}},
op_mulu_16_pcix        , MASK_X_, 0xc0fb, { 64,  40,  34}},
op_mulu_16_pd          , MASK_XY, 0xc0e0, { 60,  36,  32}},
op_mulu_16_pi          , MASK_XY, 0xc0d8, { 58,  34,  31}},
op_nbcd_08_ai          , MASK__Y, 0x4810, { 12,  12,  10}},
op_nbcd_08_al          , MASKALL, 0x4839, { 20,  20,  10}},
op_nbcd_08_aw          , MASKALL, 0x4838, { 16,  16,  10}},
op_nbcd_08_dn          , MASK__Y, 0x4800, {  6,   6,   6}},
op_nbcd_08_di          , MASK__Y, 0x4828, { 16,  16,  11}},
op_nbcd_08_ix          , MASK__Y, 0x4830, { 18,  18,  13}},
op_nbcd_08_pd          , MASK__Y, 0x4820, { 14,  14,  11}},
op_nbcd_08_pi          , MASK__Y, 0x4818, { 12,  12,  10}},
op_neg_08_ai           , MASK__Y, 0x4410, { 12,  12,   8}},
op_neg_08_al           , MASKALL, 0x4439, { 20,  20,   8}},
op_neg_08_aw           , MASKALL, 0x4438, { 16,  16,   8}},
op_neg_08_dn           , MASK__Y, 0x4400, {  4,   4,   2}},
op_neg_08_di           , MASK__Y, 0x4428, { 16,  16,   9}},
op_neg_08_ix           , MASK__Y, 0x4430, { 18,  18,  11}},
op_neg_08_pd           , MASK__Y, 0x4420, { 14,  14,   9}},
op_neg_08_pi           , MASK__Y, 0x4418, { 12,  12,   8}},
op_neg_16_ai           , MASK__Y, 0x4450, { 12,  12,   8}},
op_neg_16_al           , MASKALL, 0x4479, { 20,  20,   8}},
op_neg_16_aw           , MASKALL, 0x4478, { 16,  16,   8}},
op_neg_16_dn           , MASK__Y, 0x4440, {  4,   4,   2}},
op_neg_16_di           , MASK__Y, 0x4468, { 16,  16,   9}},
op_neg_16_ix           , MASK__Y, 0x4470, { 18,  18,  11}},
op_neg_16_pd           , MASK__Y, 0x4460, { 14,  14,   9}},
op_neg_16_pi           , MASK__Y, 0x4458, { 12,  12,   8}},
op_neg_32_ai           , MASK__Y, 0x4490, { 20,  20,   8}},
op_neg_32_al           , MASKALL, 0x44b9, { 28,  28,   8}},
op_neg_32_aw           , MASKALL, 0x44b8, { 24,  24,   8}},
op_neg_32_dn           , MASK__Y, 0x4480, {  6,   6,   2}},
op_neg_32_di           , MASK__Y, 0x44a8, { 24,  24,   9}},
op_neg_32_ix           , MASK__Y, 0x44b0, { 26,  26,  11}},
op_neg_32_pd           , MASK__Y, 0x44a0, { 22,  22,   9}},
op_neg_32_pi           , MASK__Y, 0x4498, { 20,  20,   8}},
op_negx_08_ai          , MASK__Y, 0x4010, { 12,  12,   8}},
op_negx_08_al          , MASKALL, 0x4039, { 20,  20,   8}},
op_negx_08_aw          , MASKALL, 0x4038, { 16,  16,   8}},
op_negx_08_dn          , MASK__Y, 0x4000, {  4,   4,   2}},
op_negx_08_di          , MASK__Y, 0x4028, { 16,  16,   9}},
op_negx_08_ix          , MASK__Y, 0x4030, { 18,  18,  11}},
op_negx_08_pd          , MASK__Y, 0x4020, { 14,  14,   9}},
op_negx_08_pi          , MASK__Y, 0x4018, { 12,  12,   8}},
op_negx_16_ai          , MASK__Y, 0x4050, { 12,  12,   8}},
op_negx_16_al          , MASKALL, 0x4079, { 20,  20,   8}},
op_negx_16_aw          , MASKALL, 0x4078, { 16,  16,   8}},
op_negx_16_dn          , MASK__Y, 0x4040, {  4,   4,   2}},
op_negx_16_di          , MASK__Y, 0x4068, { 16,  16,   9}},
op_negx_16_ix          , MASK__Y, 0x4070, { 18,  18,  11}},
op_negx_16_pd          , MASK__Y, 0x4060, { 14,  14,   9}},
op_negx_16_pi          , MASK__Y, 0x4058, { 12,  12,   8}},
op_negx_32_ai          , MASK__Y, 0x4090, { 20,  20,   8}},
op_negx_32_al          , MASKALL, 0x40b9, { 28,  28,   8}},
op_negx_32_aw          , MASKALL, 0x40b8, { 24,  24,   8}},
op_negx_32_dn          , MASK__Y, 0x4080, {  6,   6,   2}},
op_negx_32_di          , MASK__Y, 0x40a8, { 24,  24,   9}},
op_negx_32_ix          , MASK__Y, 0x40b0, { 26,  26,  11}},
op_negx_32_pd          , MASK__Y, 0x40a0, { 22,  22,   9}},
op_negx_32_pi          , MASK__Y, 0x4098, { 20,  20,   8}},
op_nop                 , MASKALL, 0x4e71, {  4,   4,   2}},
op_not_08_ai           , MASK__Y, 0x4610, { 12,  12,   8}},
op_not_08_al           , MASKALL, 0x4639, { 20,  20,   8}},
op_not_08_aw           , MASKALL, 0x4638, { 16,  16,   8}},
op_not_08_dn           , MASK__Y, 0x4600, {  4,   4,   2}},
op_not_08_di           , MASK__Y, 0x4628, { 16,  16,   9}},
op_not_08_ix           , MASK__Y, 0x4630, { 18,  18,  11}},
op_not_08_pd           , MASK__Y, 0x4620, { 14,  14,   9}},
op_not_08_pi           , MASK__Y, 0x4618, { 12,  12,   8}},
op_not_16_ai           , MASK__Y, 0x4650, { 12,  12,   8}},
op_not_16_al           , MASKALL, 0x4679, { 20,  20,   8}},
op_not_16_aw           , MASKALL, 0x4678, { 16,  16,   8}},
op_not_16_dn           , MASK__Y, 0x4640, {  4,   4,   2}},
op_not_16_di           , MASK__Y, 0x4668, { 16,  16,   9}},
op_not_16_ix           , MASK__Y, 0x4670, { 18,  18,  11}},
op_not_16_pd           , MASK__Y, 0x4660, { 14,  14,   9}},
op_not_16_pi           , MASK__Y, 0x4658, { 12,  12,   8}},
op_not_32_ai           , MASK__Y, 0x4690, { 20,  20,   8}},
op_not_32_al           , MASKALL, 0x46b9, { 28,  28,   8}},
op_not_32_aw           , MASKALL, 0x46b8, { 24,  24,   8}},
op_not_32_dn           , MASK__Y, 0x4680, {  6,   6,   2}},
op_not_32_di           , MASK__Y, 0x46a8, { 24,  24,   9}},
op_not_32_ix           , MASK__Y, 0x46b0, { 26,  26,  11}},
op_not_32_pd           , MASK__Y, 0x46a0, { 22,  22,   9}},
op_not_32_pi           , MASK__Y, 0x4698, { 20,  20,   8}},
op_or_08_er_ai         , MASK_XY, 0x8010, {  8,   8,   6}},
op_or_08_er_al         , MASK_X_, 0x8039, { 16,  16,   6}},
op_or_08_er_aw         , MASK_X_, 0x8038, { 12,  12,   6}},
op_or_08_er_dn         , MASK_XY, 0x8000, {  4,   4,   2}},
op_or_08_er_di         , MASK_XY, 0x8028, { 12,  12,   7}},
op_or_08_er_imm        , MASK_X_, 0x803c, { 10,   8,   4}},
op_or_08_er_ix         , MASK_XY, 0x8030, { 14,  14,   9}},
op_or_08_er_pcdi       , MASK_X_, 0x803a, { 12,  12,   7}},
op_or_08_er_pcix       , MASK_X_, 0x803b, { 14,  14,   9}},
op_or_08_er_pd         , MASK_XY, 0x8020, { 10,  10,   7}},
op_or_08_er_pi         , MASK_XY, 0x8018, {  8,   8,   6}},
op_or_08_re_ai         , MASK_XY, 0x8110, { 12,  12,   8}},
op_or_08_re_al         , MASK_X_, 0x8139, { 20,  20,   8}},
op_or_08_re_aw         , MASK_X_, 0x8138, { 16,  16,   8}},
op_or_08_re_di         , MASK_XY, 0x8128, { 16,  16,   9}},
op_or_08_re_ix         , MASK_XY, 0x8130, { 18,  18,  11}},
op_or_08_re_pd         , MASK_XY, 0x8120, { 14,  14,   9}},
op_or_08_re_pi         , MASK_XY, 0x8118, { 12,  12,   8}},
op_or_16_er_ai         , MASK_XY, 0x8050, {  8,   8,   6}},
op_or_16_er_al         , MASK_X_, 0x8079, { 16,  16,   6}},
op_or_16_er_aw         , MASK_X_, 0x8078, { 12,  12,   6}},
op_or_16_er_dn         , MASK_XY, 0x8040, {  4,   4,   2}},
op_or_16_er_di         , MASK_XY, 0x8068, { 12,  12,   7}},
op_or_16_er_imm        , MASK_X_, 0x807c, { 10,   8,   4}},
op_or_16_er_ix         , MASK_XY, 0x8070, { 14,  14,   9}},
op_or_16_er_pcdi       , MASK_X_, 0x807a, { 12,  12,   7}},
op_or_16_er_pcix       , MASK_X_, 0x807b, { 14,  14,   9}},
op_or_16_er_pd         , MASK_XY, 0x8060, { 10,  10,   7}},
op_or_16_er_pi         , MASK_XY, 0x8058, {  8,   8,   6}},
op_or_16_re_ai         , MASK_XY, 0x8150, { 12,  12,   8}},
op_or_16_re_al         , MASK_X_, 0x8179, { 20,  20,   8}},
op_or_16_re_aw         , MASK_X_, 0x8178, { 16,  16,   8}},
op_or_16_re_di         , MASK_XY, 0x8168, { 16,  16,   9}},
op_or_16_re_ix         , MASK_XY, 0x8170, { 18,  18,  11}},
op_or_16_re_pd         , MASK_XY, 0x8160, { 14,  14,   9}},
op_or_16_re_pi         , MASK_XY, 0x8158, { 12,  12,   8}},
op_or_32_er_ai         , MASK_XY, 0x8090, { 14,  14,   6}},
op_or_32_er_al         , MASK_X_, 0x80b9, { 22,  22,   6}},
op_or_32_er_aw         , MASK_X_, 0x80b8, { 18,  18,   6}},
op_or_32_er_dn         , MASK_XY, 0x8080, {  6,   6,   2}},
op_or_32_er_di         , MASK_XY, 0x80a8, { 18,  18,   7}},
op_or_32_er_imm        , MASK_X_, 0x80bc, { 16,  14,   6}},
op_or_32_er_ix         , MASK_XY, 0x80b0, { 20,  20,   9}},
op_or_32_er_pcdi       , MASK_X_, 0x80ba, { 18,  18,   7}},
op_or_32_er_pcix       , MASK_X_, 0x80bb, { 20,  20,   9}},
op_or_32_er_pd         , MASK_XY, 0x80a0, { 16,  16,   7}},
op_or_32_er_pi         , MASK_XY, 0x8098, { 14,  14,   6}},
op_or_32_re_ai         , MASK_XY, 0x8190, { 20,  20,   8}},
op_or_32_re_al         , MASK_X_, 0x81b9, { 28,  28,   8}},
op_or_32_re_aw         , MASK_X_, 0x81b8, { 24,  24,   8}},
op_or_32_re_di         , MASK_XY, 0x81a8, { 24,  24,   9}},
op_or_32_re_ix         , MASK_XY, 0x81b0, { 26,  26,  11}},
op_or_32_re_pd         , MASK_XY, 0x81a0, { 22,  22,   9}},
op_or_32_re_pi         , MASK_XY, 0x8198, { 20,  20,   8}},
op_ori_08_ai           , MASK__Y, 0x0010, { 16,  16,   8}},
op_ori_08_al           , MASKALL, 0x0039, { 24,  24,   8}},
op_ori_08_aw           , MASKALL, 0x0038, { 20,  20,   8}},
op_ori_08_dn           , MASK__Y, 0x0000, {  8,   8,   2}},
op_ori_08_di           , MASK__Y, 0x0028, { 20,  20,   9}},
op_ori_08_ix           , MASK__Y, 0x0030, { 22,  22,  11}},
op_ori_08_pd           , MASK__Y, 0x0020, { 18,  18,   9}},
op_ori_08_pi           , MASK__Y, 0x0018, { 16,  16,   8}},
op_ori_16_ai           , MASK__Y, 0x0050, { 16,  16,   8}},
op_ori_16_al           , MASKALL, 0x0079, { 24,  24,   8}},
op_ori_16_aw           , MASKALL, 0x0078, { 20,  20,   8}},
op_ori_16_dn           , MASK__Y, 0x0040, {  8,   8,   2}},
op_ori_16_di           , MASK__Y, 0x0068, { 20,  20,   9}},
op_ori_16_ix           , MASK__Y, 0x0070, { 22,  22,  11}},
op_ori_16_pd           , MASK__Y, 0x0060, { 18,  18,   9}},
op_ori_16_pi           , MASK__Y, 0x0058, { 16,  16,   8}},
op_ori_16_toc          , MASKALL, 0x003c, { 20,  16,  12}},
op_ori_16_tos          , MASKALL, 0x007c, { 20,  16,  12}},
op_ori_32_ai           , MASK__Y, 0x0090, { 28,  28,   8}},
op_ori_32_al           , MASKALL, 0x00b9, { 36,  36,   8}},
op_ori_32_aw           , MASKALL, 0x00b8, { 32,  32,   8}},
op_ori_32_dn           , MASK__Y, 0x0080, { 16,  14,   2}},
op_ori_32_di           , MASK__Y, 0x00a8, { 32,  32,   9}},
op_ori_32_ix           , MASK__Y, 0x00b0, { 34,  34,  11}},
op_ori_32_pd           , MASK__Y, 0x00a0, { 30,  30,   9}},
op_ori_32_pi           , MASK__Y, 0x0098, { 28,  28,   8}},
op_pack_16_mm          , MASK_XY, 0x8148, {  0,   0,  13}},
op_pack_16_rr          , MASK_XY, 0x8140, {  0,   0,   6}},
op_pea_32_ai           , MASK__Y, 0x4850, { 10,  10,   9}},
op_pea_32_al           , MASKALL, 0x4879, { 20,  20,   9}},
op_pea_32_aw           , MASKALL, 0x4878, { 16,  16,   9}},
op_pea_32_di           , MASK__Y, 0x4868, { 16,  16,  10}},
op_pea_32_ix           , MASK__Y, 0x4870, { 20,  20,  12}},
op_pea_32_pcdi         , MASKALL, 0x487a, { 16,  16,  10}},
op_pea_32_pcix         , MASKALL, 0x487b, { 20,  20,  12}},
op_reset               , MASKALL, 0x4e70, {  0,   0,   0}},
op_rol_08_r            , MASK_XY, 0xe138, {  6,   6,   8}},
op_rol_08_s            , MASK_XY, 0xe118, {  6,   6,   8}},
op_rol_16_ai           , MASK__Y, 0xe7d0, { 12,  12,  11}},
op_rol_16_al           , MASKALL, 0xe7f9, { 20,  20,  11}},
op_rol_16_aw           , MASKALL, 0xe7f8, { 16,  16,  11}},
op_rol_16_di           , MASK__Y, 0xe7e8, { 16,  16,  12}},
op_rol_16_ix           , MASK__Y, 0xe7f0, { 18,  18,  14}},
op_rol_16_pd           , MASK__Y, 0xe7e0, { 14,  14,  12}},
op_rol_16_pi           , MASK__Y, 0xe7d8, { 12,  12,  11}},
op_rol_16_r            , MASK_XY, 0xe178, {  6,   6,   8}},
op_rol_16_s            , MASK_XY, 0xe158, {  6,   6,   8}},
op_rol_32_r            , MASK_XY, 0xe1b8, {  8,   8,   8}},
op_rol_32_s            , MASK_XY, 0xe198, {  8,   8,   8}},
op_ror_08_r            , MASK_XY, 0xe038, {  6,   6,   8}},
op_ror_08_s            , MASK_XY, 0xe018, {  6,   6,   8}},
op_ror_16_ai           , MASK__Y, 0xe6d0, { 12,  12,  11}},
op_ror_16_al           , MASKALL, 0xe6f9, { 20,  20,  11}},
op_ror_16_aw           , MASKALL, 0xe6f8, { 16,  16,  11}},
op_ror_16_di           , MASK__Y, 0xe6e8, { 16,  16,  12}},
op_ror_16_ix           , MASK__Y, 0xe6f0, { 18,  18,  14}},
op_ror_16_pd           , MASK__Y, 0xe6e0, { 14,  14,  12}},
op_ror_16_pi           , MASK__Y, 0xe6d8, { 12,  12,  11}},
op_ror_16_r            , MASK_XY, 0xe078, {  6,   6,   8}},
op_ror_16_s            , MASK_XY, 0xe058, {  6,   6,   8}},
op_ror_32_r            , MASK_XY, 0xe0b8, {  8,   8,   8}},
op_ror_32_s            , MASK_XY, 0xe098, {  8,   8,   8}},
op_roxl_08_r           , MASK_XY, 0xe130, {  6,   6,  12}},
op_roxl_08_s           , MASK_XY, 0xe110, {  6,   6,  12}},
op_roxl_16_ai          , MASK__Y, 0xe5d0, { 12,  12,   9}},
op_roxl_16_al          , MASKALL, 0xe5f9, { 20,  20,   9}},
op_roxl_16_aw          , MASKALL, 0xe5f8, { 16,  16,   9}},
op_roxl_16_di          , MASK__Y, 0xe5e8, { 16,  16,  10}},
op_roxl_16_ix          , MASK__Y, 0xe5f0, { 18,  18,  12}},
op_roxl_16_pd          , MASK__Y, 0xe5e0, { 14,  14,  10}},
op_roxl_16_pi          , MASK__Y, 0xe5d8, { 12,  12,   9}},
op_roxl_16_r           , MASK_XY, 0xe170, {  6,   6,  12}},
op_roxl_16_s           , MASK_XY, 0xe150, {  6,   6,  12}},
op_roxl_32_r           , MASK_XY, 0xe1b0, {  8,   8,  12}},
op_roxl_32_s           , MASK_XY, 0xe190, {  8,   8,  12}},
op_roxr_08_r           , MASK_XY, 0xe030, {  6,   6,  12}},
op_roxr_08_s           , MASK_XY, 0xe010, {  6,   6,  12}},
op_roxr_16_ai          , MASK__Y, 0xe4d0, { 12,  12,   9}},
op_roxr_16_al          , MASKALL, 0xe4f9, { 20,  20,   9}},
op_roxr_16_aw          , MASKALL, 0xe4f8, { 16,  16,   9}},
op_roxr_16_di          , MASK__Y, 0xe4e8, { 16,  16,  10}},
op_roxr_16_ix          , MASK__Y, 0xe4f0, { 18,  18,  12}},
op_roxr_16_pd          , MASK__Y, 0xe4e0, { 14,  14,  10}},
op_roxr_16_pi          , MASK__Y, 0xe4d8, { 12,  12,   9}},
op_roxr_16_r           , MASK_XY, 0xe070, {  6,   6,  12}},
op_roxr_16_s           , MASK_XY, 0xe050, {  6,   6,  12}},
op_roxr_32_r           , MASK_XY, 0xe0b0, {  8,   8,  12}},
op_roxr_32_s           , MASK_XY, 0xe090, {  8,   8,  12}},
op_rtd_32              , MASKALL, 0x4e74, {  0,  16,  10}},
op_rte_32              , MASKALL, 0x4e73, { 20,  24,  20}},
op_rtm_32              , 0xfff0,  0x06c0, {  0,   0,  19}},
op_rtr_32              , MASKALL, 0x4e77, { 20,  20,  14}},
op_rts_32              , MASKALL, 0x4e75, { 16,  16,  10}},
op_sbcd_08_mm          , MASK_XY, 0x8108, { 18,  18,  16}},
op_sbcd_08_rr          , MASK_XY, 0x8100, {  6,   6,   4}},
op_scc_08_ai           , MASK__Y, 0x54d0, { 12,  12,  10}},
op_scc_08_al           , MASKALL, 0x54f9, { 20,  20,  10}},
op_scc_08_aw           , MASKALL, 0x54f8, { 16,  16,  10}},
op_scc_08_dn           , MASK__Y, 0x54c0, {  4,   4,   4}},
op_scc_08_di           , MASK__Y, 0x54e8, { 16,  16,  11}},
op_scc_08_ix           , MASK__Y, 0x54f0, { 18,  18,  13}},
op_scc_08_pd           , MASK__Y, 0x54e0, { 14,  14,  11}},
op_scc_08_pi           , MASK__Y, 0x54d8, { 12,  12,  10}},
op_scs_08_ai           , MASK__Y, 0x55d0, { 12,  12,  10}},
op_scs_08_al           , MASKALL, 0x55f9, { 20,  20,  10}},
op_scs_08_aw           , MASKALL, 0x55f8, { 16,  16,  10}},
op_scs_08_dn           , MASK__Y, 0x55c0, {  4,   4,   4}},
op_scs_08_di           , MASK__Y, 0x55e8, { 16,  16,  11}},
op_scs_08_ix           , MASK__Y, 0x55f0, { 18,  18,  13}},
op_scs_08_pd           , MASK__Y, 0x55e0, { 14,  14,  11}},
op_scs_08_pi           , MASK__Y, 0x55d8, { 12,  12,  10}},
op_seq_08_ai           , MASK__Y, 0x57d0, { 12,  12,  10}},
op_seq_08_al           , MASKALL, 0x57f9, { 20,  20,  10}},
op_seq_08_aw           , MASKALL, 0x57f8, { 16,  16,  10}},
op_seq_08_dn           , MASK__Y, 0x57c0, {  4,   4,   4}},
op_seq_08_di           , MASK__Y, 0x57e8, { 16,  16,  11}},
op_seq_08_ix           , MASK__Y, 0x57f0, { 18,  18,  13}},
op_seq_08_pd           , MASK__Y, 0x57e0, { 14,  14,  11}},
op_seq_08_pi           , MASK__Y, 0x57d8, { 12,  12,  10}},
op_sf_08_ai            , MASK__Y, 0x51d0, { 12,  12,  10}},
op_sf_08_al            , MASKALL, 0x51f9, { 20,  20,  10}},
op_sf_08_aw            , MASKALL, 0x51f8, { 16,  16,  10}},
op_sf_08_dn            , MASK__Y, 0x51c0, {  4,   4,   4}},
op_sf_08_di            , MASK__Y, 0x51e8, { 16,  16,  11}},
op_sf_08_ix            , MASK__Y, 0x51f0, { 18,  18,  13}},
op_sf_08_pd            , MASK__Y, 0x51e0, { 14,  14,  11}},
op_sf_08_pi            , MASK__Y, 0x51d8, { 12,  12,  10}},
op_sge_08_ai           , MASK__Y, 0x5cd0, { 12,  12,  10}},
op_sge_08_al           , MASKALL, 0x5cf9, { 20,  20,  10}},
op_sge_08_aw           , MASKALL, 0x5cf8, { 16,  16,  10}},
op_sge_08_dn           , MASK__Y, 0x5cc0, {  4,   4,   4}},
op_sge_08_di           , MASK__Y, 0x5ce8, { 16,  16,  11}},
op_sge_08_ix           , MASK__Y, 0x5cf0, { 18,  18,  13}},
op_sge_08_pd           , MASK__Y, 0x5ce0, { 14,  14,  11}},
op_sge_08_pi           , MASK__Y, 0x5cd8, { 12,  12,  10}},
op_sgt_08_ai           , MASK__Y, 0x5ed0, { 12,  12,  10}},
op_sgt_08_al           , MASKALL, 0x5ef9, { 20,  20,  10}},
op_sgt_08_aw           , MASKALL, 0x5ef8, { 16,  16,  10}},
op_sgt_08_dn           , MASK__Y, 0x5ec0, {  4,   4,   4}},
op_sgt_08_di           , MASK__Y, 0x5ee8, { 16,  16,  11}},
op_sgt_08_ix           , MASK__Y, 0x5ef0, { 18,  18,  13}},
op_sgt_08_pd           , MASK__Y, 0x5ee0, { 14,  14,  11}},
op_sgt_08_pi           , MASK__Y, 0x5ed8, { 12,  12,  10}},
op_shi_08_ai           , MASK__Y, 0x52d0, { 12,  12,  10}},
op_shi_08_al           , MASKALL, 0x52f9, { 20,  20,  10}},
op_shi_08_aw           , MASKALL, 0x52f8, { 16,  16,  10}},
op_shi_08_dn           , MASK__Y, 0x52c0, {  4,   4,   4}},
op_shi_08_di           , MASK__Y, 0x52e8, { 16,  16,  11}},
op_shi_08_ix           , MASK__Y, 0x52f0, { 18,  18,  13}},
op_shi_08_pd           , MASK__Y, 0x52e0, { 14,  14,  11}},
op_shi_08_pi           , MASK__Y, 0x52d8, { 12,  12,  10}},
op_sle_08_ai           , MASK__Y, 0x5fd0, { 12,  12,  10}},
op_sle_08_al           , MASKALL, 0x5ff9, { 20,  20,  10}},
op_sle_08_aw           , MASKALL, 0x5ff8, { 16,  16,  10}},
op_sle_08_dn           , MASK__Y, 0x5fc0, {  4,   4,   4}},
op_sle_08_di           , MASK__Y, 0x5fe8, { 16,  16,  11}},
op_sle_08_ix           , MASK__Y, 0x5ff0, { 18,  18,  13}},
op_sle_08_pd           , MASK__Y, 0x5fe0, { 14,  14,  11}},
op_sle_08_pi           , MASK__Y, 0x5fd8, { 12,  12,  10}},
op_sls_08_ai           , MASK__Y, 0x53d0, { 12,  12,  10}},
